name,series_id,serial_number,rarity
Secret of the World,13,LB/WE18-13,U
"""Undying Friendship"" Kengo",13,LB/WE18-21,U
"""Fireworks Show of Love"" Riki",13,LB/WE18-22,U
"""Hotcake Party"" Yuiko",13,LB/WE18-33,U
"""Berserking Strongest"" Masato",13,LB/WE18-34,U
Chiffon Cake for Two,13,LB/WE18-39,U
"""President of Dark Executives"" Tokikaze",13,LB/WE18-45,U
"""Battle Veteran"" Saya",13,LB/WE18-46,U
Break Time,13,LB/WE18-49,U
"Asuna, ""Undine"" Girl",14,SAO/S26-012,C
"Asuan, ""Conquering Team""'s Off Day",14,SAO/S26-013,C
Akihiko Kayaba,14,SAO/S26-014,C
"Asuna, Ways to Enjoy Vacation",14,SAO/S26-015,C
"Asuna, Putting Self in the Frontline",14,SAO/S26-016,C
"Alicia Rue, Lord of ""Cait Sith""",14,SAO/S26-017,C
"Recon, Caring about Something",14,SAO/S26-032,C
"Leafa, Taking Off From Territory",14,SAO/S26-033,C
"Suguha, Cooking",14,SAO/S26-034,C
"Oberon, Game Master",14,SAO/S26-035,C
"Suguha, Youth Days",14,SAO/S26-036,C
"Sakuya, Lord of ""Sylph""",14,SAO/S26-037,C
Keiko in Uniform,14,SAO/S26-052,C
"Lisbeth, Adventure to Gather Materials",14,SAO/S26-053,C
"Silica, On Guard to Kindness",14,SAO/S26-054,C
"Lisbeth, Making a Decision",14,SAO/S26-055,C
"Lisbeth, Kind Warmth",14,SAO/S26-056,C
"Eugene, Commander",14,SAO/S26-057,C
Yui in Summer Dress,14,SAO/S26-072,C
"Kirito in ""Flower Garden""",14,SAO/S26-073,C
"Yui, Simple Answer",14,SAO/S26-074,C
"Agil, Broker",14,SAO/S26-075,C
"Kirito, Battle in the Frontlines",14,SAO/S26-076,C
"Klein, Frank Man",14,SAO/S26-077,C
"Revelation of ""the Wife""",14,SAO/S26-020,CC
Memory of Last Night,14,SAO/S26-040,CC
Until the Smile Returns,14,SAO/S26-060,CC
Reunion with Yui,14,SAO/S26-080,CC
"On Top of ""Yggdrasil""",14,SAO/S26-019,CR
Fairy Dance,14,SAO/S26-039,CR
Accident in Battle,14,SAO/S26-059,CR
Confronting the Strongest Player,14,SAO/S26-079,CR
"""Star Splash""",14,SAO/S26-081,PR
Spellcasting,14,SAO/S26-082,PR
	Realization of True Feelings,14,SAO/S26-083,PR
First Adventure,14,SAO/S26-084,PR
Sudden Farewell,14,SAO/S26-085,PR
"User of ""Dual Wield""",14,SAO/S26-086,PR
"Asuna & Yui & Kirito, Halloween Outfit",14,SAO/S26-P01,PR
"Asuna & Kirito, Under the Sunlight Between Trees",14,SAO/S26-P02,PR
"Asuna, Precious Time",14,SAO/S26-003,R
"Asuna, Debuting Home Cooking",14,SAO/S26-004,R
"Asuna, Inside the Bird Cage",14,SAO/S26-005,R
Asuna Yuuki,14,SAO/S26-006,R
"Leafa, Unyielding Girl",14,SAO/S26-023,R
"Suguha, Supprorting Big Brother",14,SAO/S26-024,R
"Leafa, Girl of Virtual World",14,SAO/S26-025,R
"Suguha, Changing",14,SAO/S26-026,R
"Silica, Looking Up at the Sky",14,SAO/S26-043,R
"Lisbeth, ""Leprechaun"" Girl",14,SAO/S26-044,R
"Silica, Embarrassed Look",14,SAO/S26-045,R
"Lisbeth, Brilliant Smile",14,SAO/S26-046,R
"Kirito, Waiting Out Rain",14,SAO/S26-063,R
"Kazuto, Challenging ""ALO""",14,SAO/S26-064,R
"Kirito, ""Spriggan"" Youth",14,SAO/S26-065,R
"Kirito, Unwavering Determination",14,SAO/S26-066,R
"Asuna, Optimistic Feeling",14,SAO/S26-001,RR
"Asuna, Light of Hope",14,SAO/S26-002,RR
"Leafa, ""Sylph"" Expert",14,SAO/S26-021,RR
"Leafa & Suguha, Virtual And Reality",14,SAO/S26-022,RR
"Silica, ""Cait Sith"" Girl",14,SAO/S26-041,RR
"Silica, Relieved Smile",14,SAO/S26-042,RR
"Yui, Adventure to Find Mama",14,SAO/S26-061,RR
"Kirito, ""Dual Wield"" Demon",14,SAO/S26-062,RR
"Asuna, Bride of the Fairy King",14,SAO/S26-007,U
"""Living Legend"" Heathcliff",14,SAO/S26-008,U
"Asuna, Family Side",14,SAO/S26-009,U
"Asuna, Kind Appearance",14,SAO/S26-010,U
"Asuna, Shy Smile",14,SAO/S26-011,U
Asuna's Present,14,SAO/S26-018,U
"""Speedholic"" Leafa",14,SAO/S26-027,U
"""Veteran Player"" Leafa",14,SAO/S26-028,U
"Suguha, Kirito's Little Sister",14,SAO/S26-029,U
"Leafa, Troubled Maiden",14,SAO/S26-030,U
"Suguha, Tutor",14,SAO/S26-031,U
Swilvane Specialty,14,SAO/S26-038,U
Rika Shinozaki,14,SAO/S26-047,U
"Lisbeth, Realization of Affection",14,SAO/S26-048,U
"Keiko, Cease-Fire Agreement",14,SAO/S26-049,U
Keiko Ayano,14,SAO/S26-050,U
"Rika, Cease-Fire Agreement",14,SAO/S26-051,U
"""Demonic Sword Gram""",14,SAO/S26-058,U
"Kirito, Newlywed Life",14,SAO/S26-067,U
"Yui, Memories Regained",14,SAO/S26-068,U
"Kirito, Two Worlds",14,SAO/S26-069,U
"Kazuto, Encounter with MMO",14,SAO/S26-070,U
"""Navigation Pixie"" Yui",14,SAO/S26-071,U
"""The Seed""",14,SAO/S26-078,U
"Shinnosuke, Kindergartener Who Can't Summon a Gust",15,CS/S28-013,C
"Hiroshi, Joy of Family",15,CS/S28-014,C
"Misae, Special Noogie Attack",15,CS/S28-015,C
"Hiroshi, Section Chief",15,CS/S28-016,C
"Shiro, Taking a Walk",15,CS/S28-017,C
Kantam Robo,15,CS/S28-018,C
"Himawari, Mischievous Child",15,CS/S28-019,C
Angry Shiro,15,CS/S28-020,C
Masao-kun in Swimsuit,15,CS/S28-038,C
Bo-chan in Swimsuit,15,CS/S28-039,C
Saitama Crimson Scorpions,15,CS/S28-040,C
"Shinnosuke, Talented",15,CS/S28-041,C
Mimiko Sakura,15,CS/S28-042,C
"Masao-kun, Timid Personality",15,CS/S28-043,C
Nene-chan in Swimsuit,15,CS/S28-044,C
Kazama-kun in Swimsuit,15,CS/S28-045,C
"Shinnosuke, World's Fair Defense Squad",15,CS/S28-063,C
"Nene-chan, Crane's Roar",15,CS/S28-064,C
Ageo & Matsuzaka & Yoshinaga,15,CS/S28-065,C
"Misae, World's Fair Defense Squad",15,CS/S28-066,C
"Hiroshi, World's Fair Defense Squad",15,CS/S28-067,C
"Himawari, World's Fair Defense Squad",15,CS/S28-068,C
"Shinnosuke, Carrying out the Mission",15,CS/S28-069,C
"Masao-kun, Berserking",15,CS/S28-070,C
"Himawari, Watching over",15,CS/S28-088,C
"Oomasa, Ancestor",15,CS/S28-089,C
"Boushichi, Ancestor",15,CS/S28-090,C
"Shiro, Dig Here Woof Woof!",15,CS/S28-091,C
"Shinnosuke, Feelings to the Sky",15,CS/S28-092,C
"Shinnosuke, Escort Role",15,CS/S28-093,C
Hiroshi. Thinking of Child,15,CS/S28-094,C
"Nene, Ancestor",15,CS/S28-095,C
Handkerchief of Important Memories,15,CS/S28-024,CC
New Family,15,CS/S28-025,CC
All-Star,15,CS/S28-049,CC
Shin-chan's Love,15,CS/S28-050,CC
Floating Happiness,15,CS/S28-073,CC
Familiar Scent,15,CS/S28-074,CC
Uncontainable Feelings,15,CS/S28-099,CC
One Drop,15,CS/S28-100,CC
My House is Gone,15,CS/S28-023,CR
Singing Time,15,CS/S28-048,CR
I Will Protect the Future,15,CS/S28-075,CR
Extended Time,15,CS/S28-098,CR
"Shinnosuke, Kasukabe Defense Organization",15,CS/S28-101,PR
"Kazama-kun, Kasukabe Defense Organization",15,CS/S28-102,PR
"Nene-chan, Kasukabe Defense Organization",15,CS/S28-103,PR
"Masao-kun, Kasukabe Defense Organization",15,CS/S28-104,PR
"Bo-chan, Kasukabe Defense Organization",15,CS/S28-105,PR
"Action Mask, Sealed Fist",15,CS/S28-P01,PR
"""My Robotic Father"" Shinnosuke",15,CS/S28-P02,PR
"""Stand-Up Robotic Father"" Hiroshi",15,CS/S28-P03,PR
"""Revenging Robotic Father"" Hiroshi",15,CS/S28-P04,PR
"""Robotic Shin-chan"" Shinnosuke",15,CS/S28-P05,PR
"""A Little Convenient Robotic Father"" Hiroshi",15,CS/S28-P06,PR
"Shinnosuke, Controller",15,CS/S28-P07,PR
"""Strongest Robotic Father"" Hiroshi",15,CS/S28-P08,PR
"Shiro, Part of the Family",15,CS/S28-003,R
Normal Shinnosuke,15,CS/S28-004,R
"Himawari, Strongest 0-Year-Old",15,CS/S28-005,R
"Misae, Mother's Love",15,CS/S28-006,R
"Shinnosuke, Fateful Mischief",15,CS/S28-007,R
Ai Suotome,15,CS/S28-028,R
"Shinnosuke, Anger Spilling Over",15,CS/S28-029,R
"Shinnosuke, Runaway Youth",15,CS/S28-030,R
"Kazama-kun, Elite Kindergartener",15,CS/S28-031,R
Action Mask,15,CS/S28-032,R
"Shinnosuke, Big Brother Taking Care of Little Sister",15,CS/S28-053,R
"Kazama-kun, Unease Stare",15,CS/S28-054,R
"Misae, as ""Magical Girl Misarin""",15,CS/S28-055,R
"Shinnosuke, Driver",15,CS/S28-056,R
"Shinnosuke, Greeting Everyone",15,CS/S28-057,R
"Hiroshi, Looking up at the Blue Sky",15,CS/S28-078,R
"Shinnosuke, Big-But",15,CS/S28-079,R
"Matabei, Blue Sky Samurai",15,CS/S28-080,R
"Hiroshi, Positioning Weapon",15,CS/S28-081,R
"Shinnosuke, Not Afraid of Anything",15,CS/S28-082,R
"Shinnosuke, Frivolous",15,CS/S28-001,RR
"Hiroshi, Father of the House",15,CS/S28-002,RR
"Shinnosuke, Being Silly",15,CS/S28-026,RR
Kasukabe Defense Organization,15,CS/S28-027,RR
"Hiroshi, as ""Hiroshi SUN""",15,CS/S28-051,RR
"Shinnosuke, for the Future",15,CS/S28-052,RR
"Shinnosuke, Silly Samurai",15,CS/S28-076,RR
"Hiroshi, Battle Preparation",15,CS/S28-077,RR
"Shiro, Perplexed",15,CS/S28-T01,TD
"Hiroshi, No. 1 Japanese Salaryman",15,CS/S28-T02,TD
"Shiro, Cotton Candy Dog",15,CS/S28-T03,TD
"Himawari, Child's Puppy-Eye Attack",15,CS/S28-T04,TD
"Himawari, Full of Energy",15,CS/S28-T05,TD
"Misae, Strong Mother",15,CS/S28-T06,TD
"Shinnosuke, Friendly Siblings",15,CS/S28-T07,TD
"Himawari, Adorable Little Sister",15,CS/S28-T08,TD
"Shinnosuke, Kindergartener Who Summons the Storm",15,CS/S28-T09,TD
Nohara Household Go-!,15,CS/S28-T10,TD
Family is Nice to Have,15,CS/S28-T11,TD
Always Together,15,CS/S28-T12,TD
"Shinnosuke, Full of Energy",15,CS/S28-T13,TD
Shinnosuke in Pajama,15,CS/S28-T14,TD
"Shinnosuke, Wannabe Hero",15,CS/S28-T15,TD
"Shinnosuke, Snack Time",15,CS/S28-T16,TD
Shinnosuke Nohara,15,CS/S28-T17,TD
Butt Alien,15,CS/S28-T18,TD
Buriburizaemon,15,CS/S28-008,U
"Misae, Joy of Family",15,CS/S28-009,U
"Himawari, Loves Shiny Stuff",15,CS/S28-010,U
"Shinnosuke, the Brassiere Mask Returns",15,CS/S28-011,U
"Nohara Household, Happy Family",15,CS/S28-012,U
Family Portrait,15,CS/S28-021,U
Scent of Jasmine,15,CS/S28-022,U
"Kindergarten Chief, Scary-Looking",15,CS/S28-033,U
Micchi & Yoshirin,15,CS/S28-034,U
"Nanako, Female College Student Love Interest",15,CS/S28-035,U
"Nene, Precocious Girl",15,CS/S28-036,U
"Bo-chan, Secretly Skilled",15,CS/S28-037,U
Plushie Bunny0chan,15,CS/S28-046,U
World of Dreams,15,CS/S28-047,U
"Himawari, Greeting Everyone",15,CS/S28-058,U
"Bo-chan, Divider",15,CS/S28-059,U
"Hiroshi, Joy of Having Family",15,CS/S28-060,U
"Shiro, Driver!?",15,CS/S28-061,U
Ken & Chako,15,CS/S28-062,U
Hiroshi's Boots,15,CS/S28-071,U
"Snack, Cascabian",15,CS/S28-072,U
"Misae, Battle Preparation",15,CS/S28-083,U
"Kazuma, Ancestor",15,CS/S28-084,U
"Ren, Princess of Kasuga Castle",15,CS/S28-085,U
"Matabei, Strict Ijiri",15,CS/S28-086,U
"Shinnosuke, Oath of a Man",15,CS/S28-087,U
Letter from Myself,15,CS/S28-096,U
Oath of Warrior,15,CS/S28-097,U
"Shiranui, 2nd Kagero-class Destroyer",16,KC/S25-022,C
"Kuroshio, 3rd Kagero-class Destroyer",16,KC/S25-023,C
"I-168, 1st Kaidai VIa Submarine",16,KC/S25-024,C
"Noshiro, 2nd Agano-class Light Cruiser",16,KC/S25-025,C
"I-19, 3rd Junsen-class Type B Submarine",16,KC/S25-026,C
"Chikuma, 2nd Tone-class Heavy Cruiser",16,KC/S25-027,C
"Junyou, 2nd Hiyou-class Light Aircraft Carrier",16,KC/S25-028,C
"I-58 Kai, 3rd Junsen-class Type B Kai II Submarine",16,KC/S25-029,C
"I-401, 2nd I-400 class Submarine",16,KC/S25-030,C
Compass,16,KC/S25-031,C
"Akebono, 8th Ayanami-class Destroyer",16,KC/S25-055,C
"Hibiki, 2nd Akatsuki-class Destroyer",16,KC/S25-056,C
"Ikazuchi, Works Hard",16,KC/S25-057,C
"Nenohi, 2nd Hatsuharu-class Destroyer",16,KC/S25-058,C
"Shikinami, 2nd Ayanami-class Destroyer",16,KC/S25-059,C
"Sazanami, 9th Ayanami-class Destroyer",16,KC/S25-060,C
"Inazuma, Blunderer",16,KC/S25-061,C
"Hatsushimo, 4th Hatsuharu-class Destroyer",16,KC/S25-062,C
"Oboro, 7th Ayanami-class Destroyer",16,KC/S25-063,C
"Ushio, 10th Ayanami-class Destroyer",16,KC/S25-064,C
"Wakaba, 3rd Hatsuharu-class Destroyer",16,KC/S25-065,C
"Jintsuu, 2nd Sendai-class Light Destroyer",16,KC/S25-066,C
"Kinugasa, 2nd Aoba-class Heavy Cruiser",16,KC/S25-067,C
"Kako, 2nd Furutaka-class Heavy Cruiser",16,KC/S25-068,C
"Chitose, 1st Chitose-class Seaplane Tender",16,KC/S25-069,C
"Chiyoda, 2nd Chitose-class Seaplane Tender",16,KC/S25-070,C
"Choukai, 4th Takao-class Heavy Cruiser",16,KC/S25-071,C
"Maya, 3rd Takao-class Heavy Cruiser",16,KC/S25-072,C
"Takao, 1st Takao-class Heavy Cruiser",16,KC/S25-073,C
Mission Girl,16,KC/S25-074,C
"Murakumo, 5th Fubuki-class Destroyer",16,KC/S25-101,C
"Fumitsuki, 7th Mutsuki-class Destroyer",16,KC/S25-102,C
"Kikuzuki, 9th Mutsuki-class Destroyer",16,KC/S25-103,C
"Satsuki, 5th Mutsuki-class Destroyer",16,KC/S25-104,C
"Shirayuki, 2nd Fubuki-class Destroyer",16,KC/S25-105,C
"Isonami, 9th Fubuki-class Destroyer",16,KC/S25-106,C
"Mikazuki, 10th Mutsuki-class Destroyer",16,KC/S25-107,C
"Mochizuki, 11th Mutsuki-class Destroyer",16,KC/S25-108,C
"Nagatsuki, 8th Mutsuki-class Destroyer",16,KC/S25-109,C
"Hatsuyuki, 3rd Fubuki-class Destroyer",16,KC/S25-110,C
"Kisaragi, 2nd Mutsuki-class Destroyer",16,KC/S25-111,C
"Miyuki, 4th Fubuki-class Destroyer",16,KC/S25-112,C
"Kinu, 5th Nagara-class Light Cruiser",16,KC/S25-113,C
"Isuzu, 2nd Nagara-class Light Cruiser",16,KC/S25-114,C
"Abukuma, 6th Nagara-class Light Cruiser",16,KC/S25-115,C
"Yura, 4th Nagara-class Light Cruiser",16,KC/S25-116,C
"Kiso, 5th Kuma-class Light Cruiser",16,KC/S25-117,C
"Natori, 3rd Nagara-class Light Cruiser",16,KC/S25-118,C
"Tama, 2nd Kuma-class Light Cruiser",16,KC/S25-119,C
"Yamashiro, 2nd Fusou-class Battleship",16,KC/S25-120,C
"Fusou Kai, 1st Fusou-class Aviation Battleship",16,KC/S25-121,C
Item Shop Girl,16,KC/S25-122,C
"Arare, 9th Asashio-class Destroyer",16,KC/S25-148,C
"Murasame, 3rd Shiratsuyu-class Destroyer",16,KC/S25-149,C
"Michishio, 3rd Asashio-class Destroyer",16,KC/S25-150,C
"Shigure, 2nd Shiratsuyu-class Destroyer",16,KC/S25-151,C
"Arashio, 4th Asashio-class Destroyer",16,KC/S25-152,C
"Midare, 6th Shiratsuyu-class Destroyer",16,KC/S25-153,C
"Ooshio, 2nd Asashio-class Destroyer",16,KC/S25-154,C
"Kasumi, 10th Asashio-class Destroyer",16,KC/S25-155,C
"Suzukaze, 10th Shiratsuyu-class Destroyer",16,KC/S25-156,C
"Haguro, 4th Myoukou-class Heavy Cruiser",16,KC/S25-157,C
"Ashigara, 3rd Myoukou-class Heavy Cruiser",16,KC/S25-158,C
"Nachi, 2nd Myoukou-class Heavy Cruiser",16,KC/S25-159,C
Food Supply Ship Mamiya,16,KC/S25-160,C
Swift as the Island Wind,16,KC/S25-034,CC
"Aviation Battleship, Deploy!",16,KC/S25-077,CC
Definitely Night Battle!,16,KC/S25-078,CC
"It's Akatsuki's Turn, Watch Closely!",16,KC/S25-079,CC
I'll Clean It Up!,16,KC/S25-125,CC
"Torpedo Cruiser, Deploy!",16,KC/S25-126,CC
"Anti-Submarine Squadron, Charge!",16,KC/S25-127,CC
"Second Carrier Division, Deploy!",16,KC/S25-163,CC
Let's Have a Wonderful Party!,16,KC/S25-164,CC
Ready for Shelling and Torpedo Launching!,16,KC/S25-032,CR
"All Airplane Squadron, Begin Launching!",16,KC/S25-033,CR
"Akagi of the First Carrier Division, Deploying!",16,KC/S25-075,CR
Ban-ba-ka-ban!,16,KC/S25-076,CR
Ready! Fire!!,16,KC/S25-123,CR
"I Expected So, Raise the Anchor!",16,KC/S25-124,CR
Don't Underestimate the Power of Big 7!,16,KC/S25-161,CR
Leave It to Suzuya-!,16,KC/S25-162,CR
"Shiratsuyu Kai, 1st Shiratsuyu-class Destroyer",16,KC/S25-P01,PR
"Yukikaze, Miracle Destroyer",16,KC/S25-P02,PR
"Shigure Kai-Ni, Lucky Destroyer",16,KC/S25-P03,PR
"Akagi & Fubuki & Ise, Now Sortie!",16,KC/S25-P04,PR
"Aircraft Carrier Wo-Class, Welcome!",16,KC/S25-P05,PR
"Akagi, Welcome!",16,KC/S25-P06,PR
"Shigure Kai-Ni, 2nd Shiratsuyu-class Destroyer",16,KC/S25-P07,PR
"Yukikaze, 8th Kagero-class Destroyer",16,KC/S25-P08,PR
"Inazuma, 4th Akatsuki-class Destroyer",16,KC/S25-P09,PR
"""Alongside Bear"" Kuma",16,KC/S25-P10,PR
"""Loves Fish-Shaped Red Bean Cake"" Tama",16,KC/S25-P11,PR
"Makigumo, 2nd Yuugumo-class Destroyer",16,KC/S25-015P,PR
"Tone, 1st Tone-class Heavy Cruiser",16,KC/S25-020P,PR
"Naka, 3rd Sendai-class Light Cruiser",16,KC/S25-048P,PR
"Isuzu, 2nd Nagara-class Light Cruiser",16,KC/S25-114P,PR
"Yuudachi Kai-Ni, 4th Shiratsuyu-class Destroyer",16,KC/S25-132P,PR
"Zuihou, 2nd Shouhou-class Light Aircraft Carrier",16,KC/S25-134P,PR
"Akitsumaru, Army Type C Special Ship",16,KC/S25-165P,PR
"Maruyu, Type 3 Submerged Transport Ship",16,KC/S25-166P,PR
"Hatsukaze, 7th Kagero-class Destroyer",16,KC/S25-006,R
"Maikaze, 18th Kagero-class Destroyer",16,KC/S25-007,R
"Yukikaze, Miracle Destroyer",16,KC/S25-008,R
"I-8, 2nd Junsen-class Type J-3 Submarine",16,KC/S25-009,R
"Yahagi, 3rd Agano-class Light Cruiser",16,KC/S25-010,R
"Verniy, ""Trustworthy"" Destroyer",16,KC/S25-038,R
"Kinugasa Kai-Ni, 2nd Aoba-class Heavy Cruiser",16,KC/S25-039,R
"Chitose Carrier Kai-Ni, 1st Chitose-class Light Aircraft Carrier",16,KC/S25-040,R
"Chiyoda Carrier Kai-Ni, 2nd Chitose-class Light Aircraft Carrier",16,KC/S25-041,R
"Ise Kai, 1st Ise-class Aviation Battleship",16,KC/S25-042,R
"Hyuuga Kai, 2nd Ise-class Aviation Battleship",16,KC/S25-043,R
"Tenryuu Kai, 1st Tenryuu-class Light Cruiser",16,KC/S25-086,R
"Kitakami Kai-Ni, 3rd Kuma-class Torpedo Cruiser",16,KC/S25-087,R
"Ooi Kai-Ni, 4th Kuma-class Torpedo Cruiser",16,KC/S25-088,R
"Kiso Kai-Ni, 5th Kuma-class Torpedo Cruiser",16,KC/S25-089,R
"Isuzu Kai-Ni, Leave the Flagship to Me!",16,KC/S25-090,R
"Yuudachi Kai-Ni, 4th Shiratsuyu-class Destroyer",16,KC/S25-132,R
"Shigure Kai-Ni, Lucky Destroyer",16,KC/S25-133,R
"Zuihou, 2nd Shouhou-class Light Aircraft Carrier",16,KC/S25-134,R
"Souryuu, Souryuu-class Aircraft Carrier",16,KC/S25-135,R
"Mikuma Kai, 2nd Mogami-class Aviation Cruiser",16,KC/S25-136,R
"Suzuya Kai, 3rd Mogami-class Aviation Cruiser",16,KC/S25-137,R
"Hiryuu, Hiryuu-class Aircraft Carrier",16,KC/S25-138,R
"Kumano Kai, 4th Mogami-class Aviation Cruiser",16,KC/S25-139,R
"Shimakaze, Shimakaze-class Destroyer",16,KC/S25-003,RR
"Zuikaku, 2nd Shoukaku-class Aircraft Carrier",16,KC/S25-004,RR
"Shoukaku, 1st Shoukaku-class Aircraft Carrier",16,KC/S25-005,RR
"Kaga, Kaga-class Aircraft Carrier",16,KC/S25-036,RR
"Yuubari, Yuubari-class Light Cruiser",16,KC/S25-037,RR
"Kongou, 1st Kongou-class Battleship",16,KC/S25-082,RR
"Hiei, 2nd Kongou-class Battleship",16,KC/S25-083,RR
"Haruna, 3rd Kongou-class Battleship",16,KC/S25-084,RR
"Kirishima, 4th Kongou-class Battleship",16,KC/S25-085,RR
"Suzuya, 3rd Mogami-class Heavy Cruiser",16,KC/S25-129,RR
"Kumano, 4th Mogami-class Heavy Cruiser",16,KC/S25-130,RR
"Mutsu, 2nd Nagato-class Battleship",16,KC/S25-131,RR
"Yamato, 1st Yamato-class Battleship",16,KC/S25-001,RR+
"Musashi, 2nd Yamato-class Battleship",16,KC/S25-002,RR+
"Akagi Kai, Akagi-class Aircraft Carrier",16,KC/S25-035,RR+
"Kongou Kai-Ni, 1st Kongou-class Battleship",16,KC/S25-080,RR+
"Hiei Kai-Ni, 2nd Kongou-class Battleship",16,KC/S25-081,RR+
"Nagato, 1st Nagato-class Battleship",16,KC/S25-128,RR+
"Inazuma, Blunderer",16,KC/S25-T01,TD
"Hatsushimo, 4th Hatsuharu-class Destroyer",16,KC/S25-T02,TD
"Oboro, 7th Ayanami-class Destroyer",16,KC/S25-T03,TD
"Naka, 3rd Sendai-class Light Cruiser",16,KC/S25-T04,TD
"Kako, 2nd Furutaka-class Heavy Cruiser",16,KC/S25-T05,TD
"Ryuujou, Ryuujou-class Light Aircraft Carrier",16,KC/S25-T06,TD
"Akagi of the First Carrier Division, Deploying!",16,KC/S25-T07,TD
Definitely Night Battle!,16,KC/S25-T08,TD
"Kikuzuki, 9th Mutsuki-class Destroyer",16,KC/S25-T09,TD
"Nagatsuki, 8th Mutski-class Destroyer",16,KC/S25-T10,TD
"Mutsuki, 1st Mutsuki-class Destroyer",16,KC/S25-T11,TD
"Isuzu, 2nd Nagara-class Light Cruiser",16,KC/S25-T12,TD
"Tama, 2nd Kuma-class Light Cruiser",16,KC/S25-T13,TD
"Fusou, 1st Fusou-class Battleship",16,KC/S25-T14,TD
"Houshou, Houshou-class Light Aircraft Carrier",16,KC/S25-T15,TD
"Isuzu Kai-Ni, Leave the Flagship to Me!",16,KC/S25-T16,TD
"Fusou Kai, 1st Fusou-class Aviation Battleship",16,KC/S25-T17,TD
"Anti-Submarine Squadron, Charge!",16,KC/S25-T18,TD
"Maya, Full of Confidence",16,KC/S25-T19,TD
"Choukai, Fully Prepared",16,KC/S25-T20,TD
"Akagi, Akagi-class Aircraft Carrier",16,KC/S25-T21,TD
"Tenryuu, 1st Tenryuu-class Light Cruiser",16,KC/S25-T22,TD
"Ikazuchi, 3rd Akatsuki-class Destroyer",16,KC/S25-T23,TD
"Kagero, 1st Kagero-class Destroyer",16,KC/S25-011,U
"Naganami, 4th Yuugumo-class Destroyer",16,KC/S25-012,U
"Akigumo, 19th Kagero-class Destroyer",16,KC/S25-013,U
"Yuugumo, 1st Yuugumo-class Destroyer",16,KC/S25-014,U
"Makigumo, 2nd Yuugumo-class Destroyer",16,KC/S25-015,U
"I-58, 3rd Junsen-class Type B Kai II Submarine",16,KC/S25-016,U
"Agano, 1st Agano-class Light Cruiser",16,KC/S25-017,U
"Hiyou, 1st Hiyou-class Light Aircraft Carrier",16,KC/S25-018,U
"I-8 Kai, 2nd Junsen-class Type J-3 Submarine",16,KC/S25-019,U
"Tone, 1st Tone-class Heavy Cruiser",16,KC/S25-020,U
"I-19 Kai, 3rd Junsen-class Type B Submarine",16,KC/S25-021,U
"Ayanami, 1st Ayanami-class Destroyer",16,KC/S25-044,U
"Hatsuharu, 1st Hatsuharu-class Destroyer",16,KC/S25-045,U
"Akatsuki, 1st Akatsuki-class Destroyer",16,KC/S25-046,U
"Furutaka, 1st Furutaka-class Heavy Cruiser",16,KC/S25-047,U
"Naka, 3rd Sendai-class Light Cruiser",16,KC/S25-048,U
"Sendai, 1st Sendai-class Light Cruiser",16,KC/S25-049,U
"Aoba, 1st Aoba-class Heavy Cruiser",16,KC/S25-050,U
"Ise, 1st Ise-class Battleship",16,KC/S25-051,U
"Hyuuga, 2nd Ise-class Battleship",16,KC/S25-052,U
"Ryuujou, Ryuujou-class Light Aircraft Carrier",16,KC/S25-053,U
"Atago, 2nd Takao-class Heavy Cruiser",16,KC/S25-054,U
"Fubuki, 1st Fubuki-class Destroyer",16,KC/S25-091,U
"Mutsuki, 1st Mutsuki-class Destroyer",16,KC/S25-092,U
"Tatsuta, 2nd Tenryuu-class Light Cruiser",16,KC/S25-093,U
"Kitakami, 3rd Kuma-class Light Cruiser",16,KC/S25-094,U
"Ooi, 4th Kuma-class Light Cruiser",16,KC/S25-095,U
"Kuma, 1st Kuma-class Light Cruiser",16,KC/S25-096,U
"Nagara, 1st Nagara-class Light Cruiser",16,KC/S25-097,U
"Fusou, 1st Fusou-class Battleship",16,KC/S25-098,U
"Houshou, Houshou-class Light Aircraft Carrier",16,KC/S25-099,U
"Yamashiro Kai, 2nd Fusou-class Aviation Battleship",16,KC/S25-100,U
"Yuudachi, 4th Shiratsuyu-class Destroyer",16,KC/S25-140,U
"Asashio, 1st Asashio-class Destroyer",16,KC/S25-141,U
"Shiratsuyu, 1st Shiratsuyu-class Destroyer",16,KC/S25-142,U
"Mogami, 1st Mogami-class Heavy Cruiser",16,KC/S25-143,U
"Mikuma, 2nd Mogami-class Heavy Destroyer",16,KC/S25-144,U
"Myoukou, 1st Myoukou-class Heavy Cruiser",16,KC/S25-145,U
"Shouhou, 1st Shouhou-class Light Aircraft Carrier",16,KC/S25-146,U
"Mogami Kai, 1st Mogami-class Aviation Cruiser",16,KC/S25-147,U
"""Here Is What You Ordered~"" Hanayo",17,LL/W28-026,C
"""Smile And Smile"" Niko",17,LL/W28-027,C
"""Cute~"" Eri",17,LL/W28-028,C
"""Full Smiles!"" Honoko",17,LL/W28-029,C
"""Concentration"" Umi",17,LL/W28-030,C
"""I'll Teach You~"" Niko",17,LL/W28-031,C
"""Eri's Confession Booth"" Eri",17,LL/W28-032,C
"""Marvelous Sweets"" Kotori",17,LL/W28-033,C
"""Myu's Symbol of Energy"" Rin",17,LL/W28-034,C
"""White Rabbit of Luck"" Umi",17,LL/W28-035,C
